Business name,Normalised business name,Domain,Normalised root domain,Country,Legal or subscriber type,Industry,Contact email,Contact person,Decision-maker role,Phone number,Date researched,Date first contacted,Date follow-up due,Existing website quality,Demo status,GitHub path,GitHub branch or pull request,Public demo URL,Gmail first-draft status,Gmail follow-up status,Outreach status,Delivery status,Reply status,Opt-out status,Suppression reason,Prospect score,Commercial capability,Notes,Website QA status,Link QA status
Independent Forklift Services (Midlands),independent forklift services midlands,https://www.iforklifts.co.uk/,iforklifts.co.uk,United Kingdom,Active private limited company (09793334),"Forklift repair, service and support",info@iforklifts.co.uk,Forklift service team,General business inbox,07990 725988,2026-08-05,,Five business days after actual approved send,Working; specific enquiry-qualification opportunity identified,Public and HTTPS verified — 2026-08-05 21:46 SAST via GitHub Actions signed-out HTTPS curl checks,prospects/independent-forklift-services,main; PR #9 merged,https://mda-growth-systems.github.io/mda-prospect-demos/prospects/independent-forklift-services/,Created — draft ID r3662207533451373781; message ID 19fd3777efd02f78; not sent,Prepared text only — genuine threaded reply pending after first email is approved and sent,First-contact Gmail draft created; follow-up copy prepared; nothing sent,Not applicable — no email sent,Not applicable — no email sent,No matching opt-out found in available Gmail/domain check,,86,Moderate,Primary opportunity: Forklift breakdown triage. All public demo facts limited to verified website sources. Public demo and MDA links passed signed-out checks. Gmail draft: https://mail.google.com/mail/#all/19fd3777efd02f78,,
Capital Water Treatment,capital water treatment,https://www.capitalwater.co.uk/,capitalwater.co.uk,United Kingdom,Active private limited company (02781475),Water-treatment equipment and maintenance,sales@capitalwater.co.uk,Water-treatment sales team,Sales inbox; active directors publicly listed,+44 208 649 9503,2026-08-05,,Five business days after actual approved send,Working; specific enquiry-qualification opportunity identified,Public and HTTPS verified — 2026-08-05 21:46 SAST via GitHub Actions signed-out HTTPS curl checks,prospects/capital-water-treatment,main; PR #9 merged,https://mda-growth-systems.github.io/mda-prospect-demos/prospects/capital-water-treatment/,Created — draft ID r4904463641980450323; message ID 19fd37743a1a8fa8; not sent,Prepared text only — genuine threaded reply pending after first email is approved and sent,First-contact Gmail draft created; follow-up copy prepared; nothing sent,Not applicable — no email sent,Not applicable — no email sent,No matching opt-out found in available Gmail/domain check,,93,Strong,Primary opportunity: Water-treatment project and service qualification. All public demo facts limited to verified website sources. Public demo and MDA links passed signed-out checks. Gmail draft: https://mail.google.com/mail/#all/19fd37743a1a8fa8,,
SRC Catering Services,src catering services,https://www.srccateringservices.co.uk/,srccateringservices.co.uk,United Kingdom,"Trading business; public company listing found, exact legal entity not independently confirmed in this run",Commercial catering equipment repair and service,service@srccateringservices.co.uk,Commercial kitchen service team,Verified service inbox,01689 661167,2026-08-05,,Five business days after actual approved send,Working; specific enquiry-qualification opportunity identified,Public and HTTPS verified — 2026-08-05 21:46 SAST via GitHub Actions signed-out HTTPS curl checks,prospects/src-catering-services,main; PR #9 merged,https://mda-growth-systems.github.io/mda-prospect-demos/prospects/src-catering-services/,Created — draft ID r8171321095541095765; message ID 19fd3782aa4844b3; not sent,Prepared text only — genuine threaded reply pending after first email is approved and sent,First-contact Gmail draft created; follow-up copy prepared; nothing sent,Not applicable — no email sent,Not applicable — no email sent,No matching opt-out found in available Gmail/domain check,,87,Moderate,Primary opportunity: Commercial kitchen breakdown triage. All public demo facts limited to verified website sources. Public demo and MDA links passed signed-out checks. Gmail draft: https://mail.google.com/mail/#all/19fd3782aa4844b3,,
J Child Commercial,j child commercial,https://www.jchildcommercial.co.uk/,jchildcommercial.co.uk,United Kingdom,"Active private limited company (J Child Mechanical Plumbing Gas Ltd, 09024745)","Commercial boilers, plant rooms and mechanical services",info@jchildplumbing.co.uk,Commercial mechanical team,Verified general inbox,01462 413413,2026-08-05,,Five business days after actual approved send,Working; specific enquiry-qualification opportunity identified,Public and HTTPS verified — 2026-08-05 21:46 SAST via GitHub Actions signed-out HTTPS curl checks,prospects/j-child-commercial,main; PR #9 merged,https://mda-growth-systems.github.io/mda-prospect-demos/prospects/j-child-commercial/,Created — draft ID r2426443462467031443; message ID 19fd3779e2ccd978; not sent,Prepared text only — genuine threaded reply pending after first email is approved and sent,First-contact Gmail draft created; follow-up copy prepared; nothing sent,Not applicable — no email sent,Not applicable — no email sent,No matching opt-out found in available Gmail/domain check,,90,Strong,Primary opportunity: Commercial boiler and plant-room intake. All public demo facts limited to verified website sources. Public demo and MDA links passed signed-out checks. Gmail draft: https://mail.google.com/mail/#all/19fd3779e2ccd978,,
Shield Pest Management,shield pest management,https://shieldpest.co.uk/,shieldpest.co.uk,United Kingdom,Trading name publicly associated with Shield Environmental Solutions (Selby) Ltd; exact current legal mapping should be confirmed before sending,Commercial pest management and audit compliance,info@shieldpest.co.uk,Commercial pest management team,Verified general inbox,01757 212727,2026-08-05,,Five business days after actual approved send,Working; specific enquiry-qualification opportunity identified,Public and HTTPS verified — 2026-08-05 21:46 SAST via GitHub Actions signed-out HTTPS curl checks,prospects/shield-pest-management,main; PR #9 merged,https://mda-growth-systems.github.io/mda-prospect-demos/prospects/shield-pest-management/,Created — draft ID r-4967019704531565386; message ID 19fd37810da03ff0; not sent,Prepared text only — genuine threaded reply pending after first email is approved and sent,First-contact Gmail draft created; follow-up copy prepared; nothing sent,Not applicable — no email sent,Not applicable — no email sent,No matching opt-out found in available Gmail/domain check,,88,Strong,Primary opportunity: Audit-ready commercial contract onboarding. All public demo facts limited to verified website sources. Public demo and MDA links passed signed-out checks. Gmail draft: https://mail.google.com/mail/#all/19fd37810da03ff0,,
M&P Electrics,m p electrics,https://www.mpeservice.co.uk/,mpeservice.co.uk,United Kingdom,Not independently verified in this run,"Industrial batteries, chargers and electrical support",info@mpeservice.co.uk,Relevant industrial battery service team,General business inbox,+44 7831 232811,2026-08-05,,Five business days after actual approved send,Working; specific enquiry-qualification opportunity identified,Published on GitHub Pages; signed-out HTTPS verification passed,prospects/mp-electrics-industrial-batteries,prospect-demo-batch-13 (pending publication),https://mda-growth-systems.github.io/mda-prospect-demos/prospects/mp-electrics-industrial-batteries/,Created in Gmail; not sent,Prepared text only — genuine thread pending after first email is sent,Drafted in Gmail; not sent,Not applicable — no email sent,Not applicable — no email sent,No matching opt-out found in available connected checks,,88,Moderate,"No prior MDA contact, demo, GitHub folder or suppression entry found in available Gmail, GitHub and outreach-log checks. Primary opportunity: Battery health and charger-fault triage before engineer response.",,
All BMS,all bms,https://www.allbms.co.uk/,allbms.co.uk,United Kingdom,Not independently verified in this run,Building management systems,contact@allbms.co.uk,Relevant BMS projects team,General business inbox,020 8088 4217,2026-08-05,,Five business days after actual approved send,Working; specific enquiry-qualification opportunity identified,Published on GitHub Pages; signed-out HTTPS verification passed,prospects/all-bms,prospect-demo-batch-13 (pending publication),https://mda-growth-systems.github.io/mda-prospect-demos/prospects/all-bms/,Created in Gmail; not sent,Prepared text only — genuine thread pending after first email is sent,Drafted in Gmail; not sent,Not applicable — no email sent,Not applicable — no email sent,No matching opt-out found in available connected checks,,93,Strong,"No prior MDA contact, demo, GitHub folder or suppression entry found in available Gmail, GitHub and outreach-log checks. Primary opportunity: Route BMS enquiries by platform, estate size and intended outcome.",,
DWAS Tex,dwas tex,https://dwastex.co.uk/,dwastex.co.uk,United Kingdom,Not independently verified in this run,Commercial laundry equipment and services,danish@dwastex.co.uk,Danish / commercial laundry team,Public professional contact,0333 577 0106,2026-08-05,,Five business days after actual approved send,Working; specific enquiry-qualification opportunity identified,Published on GitHub Pages; signed-out HTTPS verification passed,prospects/dwas-tex-commercial-laundry,prospect-demo-batch-13 (pending publication),https://mda-growth-systems.github.io/mda-prospect-demos/prospects/dwas-tex-commercial-laundry/,Created in Gmail; not sent,Prepared text only — genuine thread pending after first email is sent,Drafted in Gmail; not sent,Not applicable — no email sent,Not applicable — no email sent,No matching opt-out found in available connected checks,,89,Strong,"No prior MDA contact, demo, GitHub folder or suppression entry found in available Gmail, GitHub and outreach-log checks. Primary opportunity: Laundry load and equipment planner for sales, installation and breakdown enquiries.",,
DoorCheck Ltd,doorcheck ltd,https://www.door-check.co.uk/,door-check.co.uk,United Kingdom,Private limited company; official site references company 07509148,Fire-door inspection and compliance,info@door-check.co.uk,Fire-door compliance team,General business inbox,0208 553 3307,2026-08-05,,Five business days after actual approved send,Working; specific enquiry-qualification opportunity identified,Published on GitHub Pages; signed-out HTTPS verification passed,prospects/doorcheck-fire-door-inspections,prospect-demo-batch-13 (pending publication),https://mda-growth-systems.github.io/mda-prospect-demos/prospects/doorcheck-fire-door-inspections/,Created in Gmail; not sent,Prepared text only — genuine thread pending after first email is sent,Drafted in Gmail; not sent,Not applicable — no email sent,Not applicable — no email sent,No matching opt-out found in available connected checks,,91,Strong,"No prior MDA contact, demo, GitHub folder or suppression entry found in available Gmail, GitHub and outreach-log checks. Primary opportunity: Portfolio-based inspection and compliance-planning journey.",,
Fire Suppression Ltd,fire suppression ltd,https://www.firesuppression.co.uk/,firesuppression.co.uk,United Kingdom,Not independently verified in this run,Fixed fire suppression and air-sampling detection,sales@firesuppression.co.uk,Fire suppression sales team,Sales inbox,0117 960 2277,2026-08-05,,Five business days after actual approved send,Working; specific enquiry-qualification opportunity identified,Published on GitHub Pages; signed-out HTTPS verification passed,prospects/fire-suppression-limited,prospect-demo-batch-13 (pending publication),https://mda-growth-systems.github.io/mda-prospect-demos/prospects/fire-suppression-limited/,Created in Gmail; not sent,Prepared text only — genuine thread pending after first email is sent,Drafted in Gmail; not sent,Not applicable — no email sent,Not applicable — no email sent,No matching opt-out found in available connected checks,,92,Strong,"No prior MDA contact, demo, GitHub folder or suppression entry found in available Gmail, GitHub and outreach-log checks. Primary opportunity: Protected-risk selector for suppression design and service enquiries.",,
Sentral Lift Services,sentral lift services,https://sentralliftservices.co.uk/,sentralliftservices.co.uk,United Kingdom,Not independently verified in this run,"Lift maintenance, repair and modernisation",info@sentralliftservices.co.uk,Lift service team,General business inbox,020 7139 8414,2026-08-05,,Five business days after actual approved send,Working; specific enquiry-qualification opportunity identified,Published on GitHub Pages; signed-out HTTPS verification passed,prospects/sentral-lift-services,prospect-demo-batch-13 (pending publication),https://mda-growth-systems.github.io/mda-prospect-demos/prospects/sentral-lift-services/,Created in Gmail; not sent,Prepared text only — genuine thread pending after first email is sent,Drafted in Gmail; not sent,Not applicable — no email sent,Not applicable — no email sent,No matching opt-out found in available connected checks,,90,Strong,"No prior MDA contact, demo, GitHub folder or suppression entry found in available Gmail, GitHub and outreach-log checks. Primary opportunity: Lift response console that captures asset type, operating state, entrapment risk and contract status.",,
Extraction Canopy,extraction canopy,https://www.extractioncanopy.co.uk/,extractioncanopy.co.uk,United Kingdom,Not independently verified in this run,Commercial kitchen extraction,info@extractioncanopy.co.uk,Commercial extraction projects team,General business inbox,01733 230378,2026-08-05,,Five business days after actual approved send,Working; specific enquiry-qualification opportunity identified,Published on GitHub Pages; signed-out HTTPS verification passed,prospects/extraction-canopy,prospect-demo-batch-13 (pending publication),https://mda-growth-systems.github.io/mda-prospect-demos/prospects/extraction-canopy/,Created in Gmail; not sent,Prepared text only — genuine thread pending after first email is sent,Drafted in Gmail; not sent,Not applicable — no email sent,Not applicable — no email sent,No matching opt-out found in available connected checks,,90,Strong,"No prior MDA contact, demo, GitHub folder or suppression entry found in available Gmail, GitHub and outreach-log checks. Primary opportunity: Kitchen airflow and installation brief for faster feasibility and quotation.",,
Quest Industrial Flooring Ltd,quest industrial flooring ltd,https://questltd.co.uk/,questltd.co.uk,United Kingdom,Not independently verified in this run,Industrial resin and polished-concrete flooring,sales@questltd.co.uk,Industrial flooring sales team,Sales inbox,01925 737 369,2026-08-05,,Five business days after actual approved send,Working; specific enquiry-qualification opportunity identified,Published on GitHub Pages; signed-out HTTPS verification passed,prospects/quest-industrial-flooring,prospect-demo-batch-13 (pending publication),https://mda-growth-systems.github.io/mda-prospect-demos/prospects/quest-industrial-flooring/,Created in Gmail; not sent,Prepared text only — genuine thread pending after first email is sent,Drafted in Gmail; not sent,Not applicable — no email sent,Not applicable — no email sent,No matching opt-out found in available connected checks,,91,Strong,"No prior MDA contact, demo, GitHub folder or suppression entry found in available Gmail, GitHub and outreach-log checks. Primary opportunity: Floor specification canvas for survey-ready project requests.",,
Airmec Essential Services,airmec essential services,https://airmec.co.uk/,airmec.co.uk,United Kingdom,Not independently verified in this run,"Air, water and fire-damper compliance",enquiries@airmec.co.uk,Compliance services team,General business inbox,01454 275050,2026-08-05,,Five business days after actual approved send,Working; specific enquiry-qualification opportunity identified,Published on GitHub Pages; signed-out HTTPS verification passed,prospects/airmec-essential-services,prospect-demo-batch-13 (pending publication),https://mda-growth-systems.github.io/mda-prospect-demos/prospects/airmec-essential-services/,Created in Gmail; not sent,Prepared text only — genuine thread pending after first email is sent,Drafted in Gmail; not sent,Not applicable — no email sent,Not applicable — no email sent,No matching opt-out found in available connected checks,,94,Strong,"No prior MDA contact, demo, GitHub folder or suppression entry found in available Gmail, GitHub and outreach-log checks. Primary opportunity: Estate compliance calendar combining due dates, disciplines and site portfolios.",,
Process Control Panels Ltd,process control panels ltd,https://www.pcpltd.com/,pcpltd.com,United Kingdom,Not independently verified in this run,Industrial automation and control panels,sales@pcpltd.com,Automation projects sales team,Sales inbox,01902 329990,2026-08-05,,Five business days after actual approved send,Working; specific enquiry-qualification opportunity identified,Published on GitHub Pages; signed-out HTTPS verification passed,prospects/process-control-panels,prospect-demo-batch-13 (pending publication),https://mda-growth-systems.github.io/mda-prospect-demos/prospects/process-control-panels/,Created in Gmail; not sent,Prepared text only — genuine thread pending after first email is sent,Drafted in Gmail; not sent,Not applicable — no email sent,Not applicable — no email sent,No matching opt-out found in available connected checks,,93,Strong,"No prior MDA contact, demo, GitHub folder or suppression entry found in available Gmail, GitHub and outreach-log checks. Primary opportunity: Control-project configurator for engineering-ready enquiries.",,
ICE Drainage Ltd,ice drainage ltd,https://icedrainage.co.uk/,icedrainage.co.uk,United Kingdom,Private limited company; company number 15310545 shown publicly,Commercial and industrial drainage,enquiries@icedrainage.co.uk,Relevant operational or commercial team,Verified general or service inbox,0203 376 4801,2026-08-06,,Five business days after actual approved send,Working; specific enquiry-qualification opportunity identified,Published on GitHub Pages; signed-out HTTPS verification passed,prospects/ice-drainage,Batch 15 publication workflow,https://mda-growth-systems.github.io/mda-prospect-demos/prospects/ice-drainage/,Created in Gmail; not sent,Prepared text only — genuine thread pending after first email is sent,Drafted in Gmail; not sent,Not applicable — no email sent,Not applicable — no email sent,No matching opt-out found in available connected checks,,93,Strong,"No prior MDA contact, demo, GitHub folder or suppression entry found. Primary opportunity: Faster emergency triage.",Static QA passed; public URL and thank-you page verified,Prospect demo and MDA website links verified
AngliaSolar,angliasolar,https://angliasolar.co.uk/,angliasolar.co.uk,United Kingdom,Commercial business contact route verified on the official site,Commercial solar energy,surveys@angliasolar.co.uk,Relevant operational or commercial team,Verified general or service inbox,01603 975321,2026-08-06,,Five business days after actual approved send,Working; specific enquiry-qualification opportunity identified,Published on GitHub Pages; signed-out HTTPS verification passed,prospects/anglia-solar,Batch 15 publication workflow,https://mda-growth-systems.github.io/mda-prospect-demos/prospects/anglia-solar/,Created in Gmail; not sent,Prepared text only — genuine thread pending after first email is sent,Drafted in Gmail; not sent,Not applicable — no email sent,Not applicable — no email sent,No matching opt-out found in available connected checks,,91,Strong,"No prior MDA contact, demo, GitHub folder or suppression entry found. Primary opportunity: Better-qualified survey requests.",Static QA passed; public URL and thank-you page verified,Prospect demo and MDA website links verified
Industrial Doors North West,industrial doors north west,https://idnw.co.uk/,idnw.co.uk,United Kingdom,Official business contact details verified,Industrial doors and roller shutters,info@idnw.co.uk,Relevant operational or commercial team,Verified general or service inbox,0161 864 2667,2026-08-06,,Five business days after actual approved send,Working; specific enquiry-qualification opportunity identified,Published on GitHub Pages; signed-out HTTPS verification passed,prospects/industrial-doors-north-west,Batch 15 publication workflow,https://mda-growth-systems.github.io/mda-prospect-demos/prospects/industrial-doors-north-west/,Created in Gmail; not sent,Prepared text only — genuine thread pending after first email is sent,Drafted in Gmail; not sent,Not applicable — no email sent,Not applicable — no email sent,No matching opt-out found in available connected checks,,90,Strong,"No prior MDA contact, demo, GitHub folder or suppression entry found. Primary opportunity: Engineer-ready fault routing.",Static QA passed; public URL and thank-you page verified,Prospect demo and MDA website links verified
Naylor Technical Services Ltd,naylor technical services ltd,https://ntsltd.uk/,ntsltd.uk,United Kingdom,Private limited company; company number 14473439 shown publicly,Commercial kitchen engineering,service@ntsltd.uk,Relevant operational or commercial team,Verified general or service inbox,0808 3040533,2026-08-06,,Five business days after actual approved send,Working; specific enquiry-qualification opportunity identified,Published on GitHub Pages; signed-out HTTPS verification passed,prospects/nts-commercial-kitchens,Batch 15 publication workflow,https://mda-growth-systems.github.io/mda-prospect-demos/prospects/nts-commercial-kitchens/,Created in Gmail; not sent,Prepared text only — genuine thread pending after first email is sent,Drafted in Gmail; not sent,Not applicable — no email sent,Not applicable — no email sent,No matching opt-out found in available connected checks,,86,Moderate,"No prior MDA contact, demo, GitHub folder or suppression entry found. Primary opportunity: Reduced breakdown callbacks.",Static QA passed; public URL and thank-you page verified,Prospect demo and MDA website links verified
CDF Management Group Ltd,cdf management group ltd,https://cdfmgroup.co.uk/,cdfmgroup.co.uk,United Kingdom,Private limited company; company number 06823159 shown publicly,Commercial grounds maintenance,sales@cdfmgroup.co.uk,Relevant operational or commercial team,Verified general or service inbox,0121 393 4738,2026-08-06,,Five business days after actual approved send,Working; specific enquiry-qualification opportunity identified,Published on GitHub Pages; signed-out HTTPS verification passed,prospects/cdf-management-group,Batch 15 publication workflow,https://mda-growth-systems.github.io/mda-prospect-demos/prospects/cdf-management-group/,Created in Gmail; not sent,Prepared text only — genuine thread pending after first email is sent,Drafted in Gmail; not sent,Not applicable — no email sent,Not applicable — no email sent,No matching opt-out found in available connected checks,,89,Strong,"No prior MDA contact, demo, GitHub folder or suppression entry found. Primary opportunity: Easier multi-site quotation.",Static QA passed; public URL and thank-you page verified,Prospect demo and MDA website links verified
Engetech Ltd,engetech ltd,https://engetech.co.uk/,engetech.co.uk,United Kingdom,Official business contact route verified,Cold-room installation and maintenance,admin@engetech.co.uk,Relevant operational or commercial team,Verified general or service inbox,07808 781202,2026-08-06,,Five business days after actual approved send,Working; specific enquiry-qualification opportunity identified,Published on GitHub Pages; signed-out HTTPS verification passed,prospects/engetech-cold-rooms,Batch 15 publication workflow,https://mda-growth-systems.github.io/mda-prospect-demos/prospects/engetech-cold-rooms/,Created in Gmail; not sent,Prepared text only — genuine thread pending after first email is sent,Drafted in Gmail; not sent,Not applicable — no email sent,Not applicable — no email sent,No matching opt-out found in available connected checks,,92,Strong,"No prior MDA contact, demo, GitHub folder or suppression entry found. Primary opportunity: Faster technical scoping.",Static QA passed; public URL and thank-you page verified,Prospect demo and MDA website links verified
UK Cabling,uk cabling,https://www.ukcabling.com/,ukcabling.com,United Kingdom,Official sales contact route verified,Data and structured cabling,sales@ukcabling.com,Relevant operational or commercial team,Verified general or service inbox,0800 009 6776,2026-08-06,,Five business days after actual approved send,Working; specific enquiry-qualification opportunity identified,Published on GitHub Pages; signed-out HTTPS verification passed,prospects/uk-cabling,Batch 15 publication workflow,https://mda-growth-systems.github.io/mda-prospect-demos/prospects/uk-cabling/,Created in Gmail; not sent,Prepared text only — genuine thread pending after first email is sent,Drafted in Gmail; not sent,Not applicable — no email sent,Not applicable — no email sent,No matching opt-out found in available connected checks,,91,Strong,"No prior MDA contact, demo, GitHub folder or suppression entry found. Primary opportunity: Survey-ready cabling briefs.",Static QA passed; public URL and thank-you page verified,Prospect demo and MDA website links verified
Total Air Solutions Ltd,total air solutions ltd,https://totalairsolutions.co.uk/,totalairsolutions.co.uk,United Kingdom,Private limited company; current official contact details verified,Fire-damper testing and remedial work,info@totalairsolutions.co.uk,Relevant operational or commercial team,Verified general or service inbox,07497 601192,2026-08-06,,Five business days after actual approved send,Working; specific enquiry-qualification opportunity identified,Published on GitHub Pages; signed-out HTTPS verification passed,prospects/total-air-solutions,Batch 15 publication workflow,https://mda-growth-systems.github.io/mda-prospect-demos/prospects/total-air-solutions/,Created in Gmail; not sent,Prepared text only — genuine thread pending after first email is sent,Drafted in Gmail; not sent,Not applicable — no email sent,Not applicable — no email sent,No matching opt-out found in available connected checks,,90,Strong,"No prior MDA contact, demo, GitHub folder or suppression entry found. Primary opportunity: Clearer inspection scheduling.",Static QA passed; public URL and thank-you page verified,Prospect demo and MDA website links verified
RWR Commercial,rwr commercial,https://rwrcommercial.co.uk/,rwrcommercial.co.uk,United Kingdom,Official business contact route verified,Commercial waste and specialist cleaning,info@rwrcommercial.co.uk,Relevant operational or commercial team,Verified general or service inbox,020 8519 5622,2026-08-06,,Five business days after actual approved send,Working; specific enquiry-qualification opportunity identified,Published on GitHub Pages; signed-out HTTPS verification passed,prospects/rwr-commercial,Batch 15 publication workflow,https://mda-growth-systems.github.io/mda-prospect-demos/prospects/rwr-commercial/,Created in Gmail; not sent,Prepared text only — genuine thread pending after first email is sent,Drafted in Gmail; not sent,Not applicable — no email sent,Not applicable — no email sent,No matching opt-out found in available connected checks,,88,Strong,"No prior MDA contact, demo, GitHub folder or suppression entry found. Primary opportunity: Better-qualified waste enquiries.",Static QA passed; public URL and thank-you page verified,Prospect demo and MDA website links verified
UK Pump Maintenance,uk pump maintenance,https://ukpumpmaintenance.com/,ukpumpmaintenance.com,United Kingdom,Public professional contact route verified; Gmail address is displayed by the business,Water and wastewater pump maintenance,ukpumps@gmail.com,Relevant operational or commercial team,Verified general or service inbox,07368 368859,2026-08-06,,Five business days after actual approved send,Working; specific enquiry-qualification opportunity identified,Published on GitHub Pages; signed-out HTTPS verification passed,prospects/uk-pump-maintenance,Batch 15 publication workflow,https://mda-growth-systems.github.io/mda-prospect-demos/prospects/uk-pump-maintenance/,Created in Gmail; not sent,Prepared text only — genuine thread pending after first email is sent,Drafted in Gmail; not sent,Not applicable — no email sent,Not applicable — no email sent,No matching opt-out found in available connected checks,,84,Moderate,"No prior MDA contact, demo, GitHub folder or suppression entry found. Primary opportunity: Faster breakdown assessment.",Static QA passed; public URL and thank-you page verified,Prospect demo and MDA website links verified
Strike Control Ltd,strike control ltd,https://www.strikecontrol.co.uk/,strikecontrol.co.uk,United Kingdom,Active private limited company 10626384,"Lightning protection, testing and surge protection",sales@strikecontrol.co.uk,Lightning protection team,Verified business contact route,01635 953533,2026-08-06,,Five business days after actual approved send,Working; specific enquiry-routing opportunity identified,Published on GitHub Pages; signed-out HTTPS and browser QA passed,prospects/strike-control,main; PR #15 merged; repair commit 9dcd27c,https://mda-growth-systems.github.io/mda-prospect-demos/prospects/strike-control/,Created in connected Gmail; not sent,Prepared text only — genuine threaded reply pending after first email is sent,First-contact Gmail draft created; follow-up copy prepared; nothing sent,Not applicable — no email sent,Not applicable — no email sent,No matching opt-out found,,94,Strong,"A structured risk-assessment intake could capture building use, height, existing protection and inspection due date before the first callback.","PASS — desktop, tablet, mobile, console, navigation and form flow","PASS — public demo, thank-you page and MDA website verified 2026-08-06"
Hendon Glazing Limited,hendon glazing limited,https://www.hendonglazingltd.co.uk/,hendonglazingltd.co.uk,United Kingdom,Active private limited company 11209218,Commercial and emergency glazing,info@hendonglazingltd.co.uk,Glazing enquiries team,Verified business contact route,020 8068 0429,2026-08-06,,Five business days after actual approved send,Working; specific enquiry-routing opportunity identified,Published on GitHub Pages; signed-out HTTPS and browser QA passed,prospects/hendon-glazing,main; PR #15 merged; repair commit 9dcd27c,https://mda-growth-systems.github.io/mda-prospect-demos/prospects/hendon-glazing/,Created in connected Gmail; not sent,Prepared text only — genuine threaded reply pending after first email is sent,First-contact Gmail draft created; follow-up copy prepared; nothing sent,Not applicable — no email sent,Not applicable — no email sent,No matching opt-out found,,89,Strong,"A project estimator could separate urgent make-safe work from measured commercial installations and collect dimensions, access and timing.","PASS — desktop, tablet, mobile, console, navigation and form flow","PASS — public demo, thank-you page and MDA website verified 2026-08-06"
Automatic Sprinkler Solutions Ltd,automatic sprinkler solutions ltd,https://www.autosprinklersolutionsltd.co.uk/,autosprinklersolutionsltd.co.uk,United Kingdom,Active private limited company 07221435,"Fire sprinkler design, installation and maintenance",info@autosprinklersolutionsltd.co.uk,Sprinkler projects team,Verified business contact route,01689 885 043,2026-08-06,,Five business days after actual approved send,Working; specific enquiry-routing opportunity identified,Published on GitHub Pages; signed-out HTTPS and browser QA passed,prospects/automatic-sprinkler-solutions,main; PR #15 merged; repair commit 9dcd27c,https://mda-growth-systems.github.io/mda-prospect-demos/prospects/automatic-sprinkler-solutions/,Created in connected Gmail; not sent,Prepared text only — genuine threaded reply pending after first email is sent,First-contact Gmail draft created; follow-up copy prepared; nothing sent,Not applicable — no email sent,Not applicable — no email sent,No matching opt-out found,,91,Strong,"A building-and-system planner could capture occupancy, project stage, water supply and compliance deadline before an engineer responds.","PASS — desktop, tablet, mobile, console, navigation and form flow","PASS — public demo, thank-you page and MDA website verified 2026-08-06"
Critical Environment Solutions Ltd,critical environment solutions ltd,https://www.criticalenvironmentsolutions.co.uk/,criticalenvironmentsolutions.co.uk,United Kingdom,Active private limited company 06516748,Cleanroom consumables and garment laundry services,sales@cesltd.uk.com,Cleanroom sales team,Verified business contact route,01793 512505,2026-08-06,,Five business days after actual approved send,Working; specific enquiry-routing opportunity identified,Published on GitHub Pages; signed-out HTTPS and browser QA passed,prospects/critical-environment-solutions,main; PR #15 merged; repair commit 9dcd27c,https://mda-growth-systems.github.io/mda-prospect-demos/prospects/critical-environment-solutions/,Created in connected Gmail; not sent,Prepared text only — genuine threaded reply pending after first email is sent,First-contact Gmail draft created; follow-up copy prepared; nothing sent,Not applicable — no email sent,Not applicable — no email sent,No matching opt-out found,,90,Strong,"A cleanroom programme builder could qualify site standard, garment count, wash cycle and traceability requirements.","PASS — desktop, tablet, mobile, console, navigation and form flow","PASS — public demo, thank-you page and MDA website verified 2026-08-06"
LAB (UK) Limited,lab (uk) limited,https://www.labukltd.co.uk/,labukltd.co.uk,United Kingdom,Active private limited company 06473418,"Asbestos surveying, sampling and laboratory analysis",enquiries@labukltd.co.uk,Asbestos consultancy team,Verified business contact route,01268 590768,2026-08-06,,Five business days after actual approved send,Working; specific enquiry-routing opportunity identified,Published on GitHub Pages; signed-out HTTPS and browser QA passed,prospects/lab-uk-asbestos,main; PR #15 merged; repair commit 9dcd27c,https://mda-growth-systems.github.io/mda-prospect-demos/prospects/lab-uk-asbestos/,Created in connected Gmail; not sent,Prepared text only — genuine threaded reply pending after first email is sent,First-contact Gmail draft created; follow-up copy prepared; nothing sent,Not applicable — no email sent,Not applicable — no email sent,No matching opt-out found,,92,Strong,"A dutyholder intake could identify property use, survey type, refurbishment scope, urgency and existing asbestos records.","PASS — desktop, tablet, mobile, console, navigation and form flow","PASS — public demo, thank-you page and MDA website verified 2026-08-06"
THOR Safety Ltd,thor safety ltd,https://www.thorsafety.co.uk/,thorsafety.co.uk,United Kingdom,Active private limited company 11198343,Machine guarding and workplace safety systems,Ben@thorsafety.co.uk,Ben / workplace safety team,Verified business contact route,01384 476457,2026-08-06,,Five business days after actual approved send,Working; specific enquiry-routing opportunity identified,Published on GitHub Pages; signed-out HTTPS and browser QA passed,prospects/thor-safety,main; PR #15 merged; repair commit 9dcd27c,https://mda-growth-systems.github.io/mda-prospect-demos/prospects/thor-safety/,Created in connected Gmail; not sent,Prepared text only — genuine threaded reply pending after first email is sent,First-contact Gmail draft created; follow-up copy prepared; nothing sent,Not applicable — no email sent,Not applicable — no email sent,No matching opt-out found,,95,Strong,"A machine-safety audit could collect machine type, hazard zone, guarding status, controls and shutdown constraints before a site visit.","PASS — desktop, tablet, mobile, console, navigation and form flow","PASS — public demo, thank-you page and MDA website verified 2026-08-06"
